weird behavior when using small caps and slanted fonts with fontspec in xelatex	xetex,fontspec,small-caps,libertine
how can set the path for the trace file in vs 	c#,.net,visual-studio-2010,debugging,trace
google appengine programmatic access to request log files 	sublime text url handler for ubuntu	sublimetext2
asp net how can disable re sending of request to server on refresh 	asp.net,refresh
how create movie file with codec wmv using qtmovie 	browsing core data contents during runtime via xcode simulator 	iphone,objective-c,xcode,core-data,ios-simulator
how can configure ssrs to use asp net forms authentication 	asp.net,reporting-services,forms-authentication
combining javascript vs image sprite	why the command substitution in the crontab job doesn work 	how to process data outputted by post in jquery 	column reorder at runtinme	javascript,jquery,datatables
pretty graphs and charts in python	python,graphics
join on data from xml in sql	gcc handling float comparison differently at different optimization levels	linux,gcc,floating-point,equals,mantissa
entity framework sql query performance	sql,performance,dynamic,frameworks,entity
how to compute the diff between records 	iphone internet connection verification reachability	iphone,objective-c,cocoa-touch,iphone-sdk-4.0,internet-connection
error distributing wpf app that uses ef code first	entity-framework,sql-server-ce
using svn via ssh as local environment	svn,ssh
convert docx to pdf using php	php
trying to understand php password hash	c importing and renaming resaving an image	c++,image,import,rename
how can use wordpress as job board but free 	how to map cells position on board game android 	android,image
hindi characters as in pdf a	pdf-generation
free software requited for the operations of motor car workshop 	ms-access-2007,microsoft
how do you change the colours used in the annotate bar in visual studio 	visual-studio-2008,annotate
setup mono in monodevelop on windows	jquery load json	jquery ui autocomplete combobox remote data source	c#,jquery,asp.net,jquery-ui,jquery-ui-autocomplete
avoid linebreaks in latex console log output	compiling,automation,logging,terminal-output
a question on proof by induction and cubic functions	sequences-and-series,proof-strategy
rewrite base url based on domain	php,.htaccess,mod-rewrite,url-rewriting,yii
where should be using static library in 	c++,visual-c++
vb net datatable assign values	vb.net
how many nodes records can have at the top level of an openldap server	ldap,openldap
printer driver for windows 	drivers
promoting master in replication	replication,distributed-computing,database-replication,distributed-system
how to pass multiple commandline arguments to script 	osx,script,command-line-arguments
how to protect yourself from people downloading stealing flash games from your websites	flash,flex,copy-protection
apt get no sudoers file	apt,sudo
setting up mex to use the visual studio compiler	debugging android ndk native apps	does every function end up in kernel mode 	ios uibutton touch cancel	how do you get the members of contact group 	android,contacts
how can number theorems by section in lyx 	numbering,lyx,theorems
open authentication how can do this easy	gcc aix missing dependency libgmp libmpfr	mfc dual progress bar	professional groups and associations	groups,conferences
use of rnd in pgfplots	tikz-pgf,pgfplots
canvas sprite library or tutorial	javascript,animation,sprite,javascript-library,javascript-framework
suppress error messages in access	ms-access
test alert appears test alert doesn invalid regex between them 	update javascript variable with ajax in real time	rails decimal calculations with funky output	how to detect the current os from gradle	gradle
 redirect problem with mulitiple redirects	not repeating myself so much in tikz diagrams	tikz-pgf
fire paste event in javascript	javascript,events,paste
why do some installers need consoles to install an application 	windows,installation,console,installer,windows-installer
menu highlight custom post type archive	custom-post-types,menus
rails remote form submit not working	how to keep fancybox away from top left corner of window 	what will happen if we close closed socket	linux,sockets,tcp
how does delete deal with pointer constness 	c++,delete-operator
setting color of blinking cursor in editable combobox	why override activity ondestroy if it isn reliably called 	android,android-lifecycle,onpause,ondestroy
passing multiple values from sharepoint to reporting services	calling web service operation via soap with smartgwt client application	java,web-services,soap,cxf,smartgwt
deduction from sequence of statements	puzzle
search engine string matching	search,levenshtein-distance,edit-distance
can mark field invalid from javascript 	javascript,html,css,validation,form-validation
google calendar api hardcoded credentials	php,authentication,oauth,google-api,google-calendar
scp files between vms	bash,scp
how to find an element by id in 	c#,asp.net,.net
configuration profile with mdm payload not getting installed using ipcu	how to call server side code from javascript in asp net 	handling two different jobs with two different servlets but with single submit button	jframe whose content changes as we click on the different buttons	java,swing,jframe,cardlayout
binding to media keys block itunes os x	objective-c,osx,cocoa
how to obtain the true name of file from msi or how to read the msi database in linux 	fetch list item to multiline textbox	why does my client server socket connection keep disconnecting	c#,.net,tcp
how to serialize cookiecontainer in wp applications 	modifying virtualenv so that packages installed in global site packages are available	python,virtualenv,virtualenvwrapper
android mapping using osmdroid mapping api	android,api,map,osmdroid
disable wpf exception wrapping for debugging	c#,wpf,debugging,exception
error while moving an uploaded image	php
failing asp net mvc route is this bug or corner case 	rails removing migrations schema created by gem on uninstall	ruby-on-rails,ruby-on-rails-3
nginx passenger not visible application issue	ruby-on-rails,ubuntu,nginx
alter reg ex for email validation on iphone	iphone,objective-c,ios,regex
thread safety in vb net	vb.net,multithreading,thread-safety,console-application
pyqt qtcore pyqtsignal object has no attribute connect 	pyqt,signals,pyqt4
generated email goes to spam and strange header received from uknown in email	php,email,spam
iphone sdk adding data to sqlite database not working 	iphone,objective-c,database,sqlite
detecting cmd and cmd and ctrl and ctrl via javascript 	uibutton not reponding ios 	ios,ios5,ios6
using the concatenate function in an if statement	excel
performance of character classes vs shorthand classes	regex
clojure algebraic data types	synchronize clocks over internet	tcp,latency,ntp
salesforce com rest api authentication will it allow legged oauth transaction	oauth,salesforce
click paths in logs or analytics 	analytics,logging,breadcrumbs,click-through
c pointers pointing to an array of fixed size	c,pointers,size
asp net datagrid within repeater	asp.net,datagrid,repeater
how to pass url parameters for advanced taxonomy queries with multiple terms for one custom taxonomy	custom-post-types,custom-taxonomy,url-rewriting,templates,advanced-taxonomy-queries
webviewshow has problems after first few pages scanlines and then blank page 	javascript,android,python,webview,sl4a
jquery cycle plugin timeout speeds up after click 	jquery,jquery-plugins
how do transition from mainframe programmer to client server programmer 	post page content	posts,pages,shortcode,code
how can put custom fields on standard salesforce object with php using metadata api	php,metadata,salesforce,custom-fields
how do connect postgresql with pydev in eclipse	how can use ipfw to duplicate the effects of os s little snitch	osx,osx-snow-leopard,ipfw
what is meaning of blocking in firebug net panel 	firefox,firebug,blocking
when use eg active symbol table get error	charset filter causing issue in parsing utf characters	java,servlets,spring-mvc,utf-8,character-encoding
which collection should use to store one key and three values in java 	java,collections
display message based on count	xslt,xsl-fo
can you prevent xsrf by including the session key in the params of all post requests 	security,web-applications,csrf
convert arabic numerical to english	vb.net,numeric-conversion
how do know if server supports ssl 	java,ssl,tcp,ibm
sql retain calculated result in calculated field	sql-server-2005
postgres math expression calculcated for each row in table	sql,math,postgresql
how to prevent changing picturebox size when changing size of the control that contains the picturebox 	c#,picturebox
warbler gemfile path option not supported	jruby,warbler
can not drive opera with watir webdriver on windows xp	selenium,opera,watir,webdriver,watir-webdriver
does anyone know if there is any incompatibility between cometd and jersey last version of jetty is incompatible think	maven-2,websocket,embedded-jetty,cometd
android arm instructions	multi language shopify site	shopify
viewing usage history in mysql	ubuntu,mysql
oracle sql linking and counting records with one or multiple criteria	sql,oracle,join,count,group
a standard quadratic minimization problem	linear-algebra,convex-analysis,convex-optimization,quadratic-forms,quadratic-programming
consuming secure wse net webservice using net and vs 	.net,wcf,web-services,security,wse
how to export private pgp email key	security,encryption,key-authentication,gpg
gae blobstore imagesservice getservingurl gives me smaller images	ssh publickey doesn work	ssh,centos5,centos6,file-permissions,public-key
cron error messages is it my script causing the errors 	php,cron
can use shared library created in in c program 	c++,c,compilation,shared-libraries
trying to parse html page using jsoup parser in android 	sharepoint foundation task personalization	sharepoint-foundation
is it possible to have an optional with as statement in python 	python,file-io,with-statement
how can fix chromium browser aw snap bug without loosing all of my user profile 	removing quickwin from program	activityindicatorviewstyle can only be set once 	mysql database connection error	php,mysql,phpmyadmin
javascript progress animation	copy multiple files to documents directory	position relative lost after translate d	numericrangequery in nhibernate search	get an inputtext to set it focus on one specific commandbutton	java,javascript,jsf,primefaces
how to get mouseover image effect in userscript 	javascript,greasemonkey
how to open page then run script only if page opened from other page	map drive through net use command	windows-7,windows-xp,mappeddrive,net-use
returning child nodes where there is habtm association in rails api using rabl	ruby-on-rails,rabl
how can generate sitemap compatible with the sitemap protocol 	sitemap
pop up window in asp net	c#,asp.net
apache rampart axis symmetric policy	axis2,rampart
how to run all tests in particular package with maven 	java,maven,junit
opengl buffer	android,opengl-es
is there canonical book on ios development with air 	sharepoint webservice error	sharepoint2007,moss
cakephp sending multiple lines of same cookie information in response header why 	bad hdd or bad windows install 	windows,hard-drive
foundation library causing leak in application	iphone
log appender threshold and category	configuration,log4j
how to implement extensionless urls in asp net website	asp.net,url,iis7,url-rewriting
how to elminate unsigned driver install error for rndis driver on winxp 	install,driver
undefined behavior when exceed bits	c++,64bit,overflow
is there net framework that manages unit and integration testing 	.net,unit-testing,automated-tests,integration-testing
how many simultaneous concurrent network connections does iphone support 	iphone,objective-c,cocoa-touch,network-programming
in sketchup how to create an exact angle within box 	google,drawing
which one of the following ideals is prime 	homework,abstract-algebra
asp net server side cache lifetime 	asp.net,caching,ashx
why isn my phpunit mock of the predis client matching my expectations 	scout organization in school how to get save button work correctly 	html,foursquare,hcard
can we show different types of map views 	can you recommend some good references on code generation in compiler intermediate representations ssa instruction selection register allocation etc 	why is accelerometer didaccelerate deprecated in ios 	accelerometer,deprecated,ios5
whats the computer science term for increase in timeouts 	visual studio addin need to detect when text is selected	c#,.net,visual-studio,plugins,add-in
xna custom vertex declaration	c#,xna
making packages for installation by install packages 	r
how to see which radio buttons are clicked jquery	cannot ssh to specific vm from another vm	networking,ssh,virtualhost,virtualbox
how to redirect page in apache	linux,apache2,centos,httpd
add blank item into datacombo in vb 	vb6
using null as key value in map	java,coding-style,map,null,key
tinymce problems with removing	javascript,tinymce
my drupal secondary menu is not showing up anywhere	drupal
getting dimensions of images scaled in percentage by css	jquery,css,percentage,image-size
problem sending post variable with client	c#,web-services,post,client
alternative to xmllint to check xml validity	linux,xml
mysql tables of constants	php,sql,foreign-keys,constants
remote alternative to local storage for low security user data 	php,html,cookies,html5
measure the distance between two strings with ruby 	how does the in predicate work in sql 	java rmi client and server separate machines	is the code below using memory recursively	javascript,jquery,jquery-ajax,memory-leaks,recursion
how to convert selected date to standard date after selection in jquery ui datepicker 	jquery,jquery-ui,datepicker
powershell unable to load assembly found in the gac	c#,powershell-v2.0,t4
delete uitableviewcell on clicking the custom delete button	objective-c,ios
how to use system directory services in sharepoint from an asp net application	2007
is there any inbuilt method in jquery 	javascript,jquery,ajax
python code problem application has been destroyed tcl error	python,windows,tkinter,pythonw
potential dangers of aliasing unix command starting with 	unix,shell,command-line,ksh
issue with class design to model user preferences for different classes	design-patterns,grails,class-design
how to generate graphics into photoshop using actionscript 	javascript,actionscript-3,photoshop
facebook like on site displays incorrectly as flag icon on timeline	facebook-like,like,opengraph,timeline
how to get dom element value in the page using jquery	jquery,dom,element
expected point is not right in epipolar geometry	matlab,geometry,computer-vision,projection,perspectivecamera
lucene unstored fields	lucene,search-engine,lucene-index
tikz how to get few smooth grid lines for surface plots	tikz-pgf,pgfplots
convert string to hierarchyid in 	c#,tsql,hierarchyid
adding tables stored procedures with aspnet regsql	asp.net,membership-provider
formal power series	choose the newest file from each directory	c#
better way to access tuple other than match case 	heading title with logo	how does clojure stm differ from haskell stm 	haskell,clojure,language-comparisons,transactional-memory
whats the minimum ios version which supports opengl es 	iphone,opengl-es,opengl-es-2.0
how to download html using php 	php,html,scripting,download
replace with and with in one go on javascript variable 	send strings from one console application to another	how to negate conditional validation in typo typoscript formhandler 	forms,typo3,typoscript
why did boost bcp smart ptr dir copy mb of source code 	boost,bcp
how can detect whether have create table permission 	sql-server,permissions
run c console app from bat	c#,console,batch-file,console-application,command-line-arguments
how can get collection and model in one action in mvc 	c#,asp.net-mvc-2,http-post,http-method
mysql search for word in text field display whole line 	php,mysql
algorithm find index of nd smallest element from an unknown array	algorithm,homework,select,order
apache wamp iis 	how to have embedded images from smugmug take full width of blog posts	embed
return id of new record	php error preg match all error unknown modifier 	php,regex,preg-replace,preg-match-all
creating an image from sprite sheet using the original images file name	lua,sprite,corona,sprite-sheet
orm manytomany relation on mappedsuperclass	java,hibernate,orm
gwt hosted mode in multiproject maven setup	asp net static variable life time across refresh and postback	asp.net,static
how to declare value type in cil class value or just class 	form validation and ajax form submit using jquery and codeigniter	jquery,jquery-validate,codeigniter-2
location of web parts in use	what encoding should choose for transcriptions 	android,iphone,ruby,fonts,transcription
chrome loading indicator keeps spinning during xmlhttprequest	javascript,ajax,google-chrome,comet,long-polling
changing file association to new version with the same exe name	windows-xp,file-association
error passing post content to function	plugin-development
how to prevent second display from being blackened when turn off the primary display in windows 	windows-7,multiple-monitors
passing connection string from to ssis package	c#,sql-server-2008,ssis
how to add todo notes 	todonotes
result only work environment	what is the operator precedence when writing double inequality in python explicitly in the code and how can this be overridden for arrays 	python,operator-overloading,inequalities
get magento subtotal from cart	magento
routing port to another machine	email,port-forwarding,portforwarding
access xmlhttprequest data in classic asp	asp-classic,xmlhttprequest
access print jobs details using in mac os	c#,.net,osx
is it possible to get file extension without knowing it 	php,filesystems,file-extension
growth of radially symmetric potential fields	multivariable-calculus,physics
is there any reason to assign multiple album covers in itunes 	osx,itunes,appletv,album-art,front-row
how to create course in html and then export to moodle	html,moodle
how to create custom iterator for range	ruby,enumerator
web site does not show in iis manager	mysql get field value before delete	should design tasks be user stories 	scrum,user-stories
php viewing file as hex 	what is the equivalent if any to the windows sendmessage on the mac 	can pointer to reference and pointer to the actual variable be treated as same 	c++,reference
looking for robot arm simulator	simulation,robotics
what are some known match making algorithms 	algorithm
how to set constant in rails only once at server initialization so as to not run on rake tasks 	validating numbers only and letters only in my textbox	php,javascript,html
solving ode with conditions	trying to use vb net to upload file to sinatra	ruby,vb.net,sinatra,file-transfer
how long can game centre achievements title or description be before causing problems 	iphone,ios,cocoa-touch,ipad,game-center
sscrolly parameter ignored on jquery datatable	jquery,datatables
r double for loop	r,loops,double
how to avoid change in line created in between locations in mapview	android,android-mapview
visual studio adding dll as reference error	xml document depth 	.net,xml,powershell,xpath,powershell-v2.0
 htaccess file for maintenance	.htaccess
open excel workbook file using embedded resource	cloning the photo app 	ios
windows script to copy some text to the clipboard 	windows,batch,clipboard
how to add external library in intellij 	android,intellij-idea
single instances or single program open	simple list list using database values	android
android send sms in separate thread	android,multithreading,sms,android-gcm
how do you get an android app to automatically run after download and installation 	android,application
do smarter compilers languages and frameworks make dumber programmers 	language-design
heat and external hard drive lifespan	external-hard-drive
how can use an exception without the script dying 	customize sharepoint charts	sharepoint2010
sortable selectable text	jquery,jquery-ui,jquery-ui-sortable,jqueryui-plugins
slow iteration over model objects fetched from database	c#,linq,entity-framework,foreach
subview in detailviewcontroller 	how to distribute the android reusable code in package 	android,jar
mqrc object already exists when wmq fte transfer is invoked via ant script	ant,websphere,websphere-mq,websphere-mq-fte
projects with browsable source using dependency injection guice 	undefined local variable or method role for user 	ruby-on-rails,declarative-authorization
how do find the date video avi mp was actually recorded 	video,metadata
context to use call and apply in javascript 	is it possible to use scheduledexecutorservice with heroku	mercurial path info equivalent of svn info	svn,mercurial,terminal,output
regex match for character not in quotes or escaped quotes	problems getting django to work on apache with wsgi gets internal server error page	login into jsf icefaces application via sso	lowering fans noise level on sun fire 	sun,sparc,noise,fan,noise-reduction
how to set anonymous delegate as one parameter for invokeself 	copying vmdk onto esxi local disk	vmware-esxi
calling an external function inside function in jquery	jquery,jquery-ajax
faded drop shadow using tikz based rounded rectangle 	tikz-pgf,boxes,rounded-corners,shadows
dimension security in olap cubes	security,olap,cubes,dimension
unable to access sonar mysql database caused by java sql sqlexception access denied for user sonar glassfishdev ccs local using password yes 	mysql,ant,hudson,jenkins,sonar
limit execution time of shell exec and grab whatever output is generated	php,php-cli,shell-exec
why can i place uiactivityindicatorview on uitableview by using interface builder 	iphone
ora missing expression	sql,oracle
eclipse indigo could not close output stream for file	eclipse
flurry app circle gethook returning null 	what wrong with this perl regular expression 	mssql server backup to remote disk	ios asihttprequest response time problem	ios
run function only if event default is isn prevented	javascript,jquery,javascript-events,jquery-events,preventdefault
where in the navgrid section can adjust the width of the add dialog box	fixed field of automorphisms group of non galois extension	zombiejs browser text method returning entire document	node.js,zombie.js
django uploading image error	python,django
corona sdk and starting app	lua,corona,coronasdk,hello-world
to identify links regarding the press release pages alone	how to get site screenshot quickly using php 	mock method that is imported into the module under test	python,python-mock
how much swap usage is acceptable on webapp server 	memory,swap
python unichr problem	python,unicode,ubuntu
how to inject into existing object hierarchy using guice 	java,gui,dependency-injection,guice
why photoshop cs photomerge result immediately disappear 	webkit flaws why shouldn webkit be used as baseline for html css development 	html,css,webkit,webbrowser
jquery javascript function simple error can find it 	how to add webpart using sharepoint designer 	web-part,sharepoint-designer,content-editor-web-part
looping through all instances of javascript object	javascript,arrays,object
how to put array data into text file using php	php,codeigniter
php mail need to authenticate with server	loading images from the server is very slow	code metrics calculation in visual studio	c#,visual-studio-2008,code-metrics,maintainability,cyclomatic-complexity
what settings should use for an air show shooting 	redrawing sprites in spritebatch in xna wp game	c#,windows-phone-7,xna
mexican hat wavelet in polar coordinates	web application listview question	instapaper for videos	video,software-rec,download
why is my userid getting cut off 	php
why isn the gamma function defined so that gamma n 	soft-question,special-functions,gamma-function
how to get reference to an object by its full name in scala 	scala,reflection
switch between uiviewcontrollers using uisegmentedcontrol	iphone,sdk,uiviewcontroller,uisegmentedcontrol
how do dynamically switch between default python versions 	make ie stop asking me to install adobe flash player	installation,plugins,internet-explorer-8,flash-player
mkoverlaypathview gets fuzzy on high zoom factor	how to make sure property gets mapped as observable	asp.net-mvc-3,knockout.js,knockout-mapping-plugin
trying to access files outside my user directory on the mac command line	osx
converting bitmap to grayscale	c#,.net,image-processing
simple linux programme to grab and keep the keyboard focus 	python,linux,keyboard,x11
why does regular for loop not seem to work in jquery 	jquery,for-loop
how to type telugu in latex and genrate pdf using miktex	texniccenter,texlipse,indic
can rebind formview control on postback	what is needed for photoshoot in concert 	lens,flash,concert
can you throw within conditional expression was how can bounds checking be extended to multiple dimensions 	c++11,multidimensional-array,conditional-operator,indexoutofboundsexception,throw
send form serialize to asp net webmethod	asp.net,jquery,serialization
why are firefox fonts so tiny on kde 	ubuntu,firefox,fonts,kde
streaming video from linux to windows	linux,windows,streaming,video,red5
how to get the device name in 	wrapping results in div	ruby-on-rails,ruby,arrays
psql could not connect to server connection refused d in windows	is there jquery plugin to replace the select tag which lets users type in their own option 	jquery,plugins,select
segmentation fault adaptive huffman tree	c,segmentation-fault,huffman,adaptive-compression
can deflatestream or gzipstream be used to deflate an uncompressed file 	c#,.net,compression,stream
checking for published posts in certain post type	custom-post-types,database
linq to entities adding where condition to child relationship	c#,.net,linq,linq-to-entities
sencha touch how to create container with two components using hbox	selinux in ubuntu	ubuntu,security,selinux
rhinomocks stub method that returns parameter	unit-testing,mocking,rhino-mocks,stubbing
 mid in simply typed lambda calculus	logic,computability,lambda-calculus
determining which button the user pressed	objective-c,ios,cocoa-touch,uibutton
can boolean algebra be expressed in simply typed lambda caclulus 	type-theory,lambda-calculus
why can append to an empty table but not set its html via jquery in ie 	jquery,internet-explorer-7
using substr in mysql query	detect imessage or sms in iphone and send it to bluetoothle watch	iphone,ios6,core-bluetooth,bluetooth-lowenergy
strange behaviour from mail and message controller pre initialised	radio button checked identified	vertical fold animation	iphone,xcode,ipad,animation,calayer
user registeration and pay online drupal	database,drupal-6,registration,payment
how to allow ipod music to play while my app is running 	iphone,cocoa-touch
is there way to use dpi in css media queries instead of px	css,media-queries
browser back button page state on custom button click	c#,asp.net,back-button,page-state
access to office files	wifi direct how to connect and interact with peers programatically without user intervention 	android,wifi,android-wifi,wifi-direct
how to tell if command prompt is working 	windows,command-line,windows-server-2008,windows-server-2008-r2,command
switch statement does not recognize field variable	java,android,switch-statement
should take care of race conditions which almost certainly has no chance of occuring 	programming-practices,development-process,multithreading
dealing with thread handler and message restart thread	android
jquery sorting inputs	get data from webservice to jtemplates	c#,javascript,asp.net,jtemplates
axis stubs generation issue	java,soap,wsdl,axis2,stubs
problem to add access to rsa key container	.net
how can check the size of collection with django templates 	django,django-templates
how to create duplicate table with no data in it	sql,sql-server-2005
how to organize waiting for data from main thread in consumer thread	c++,multithreading,synchronization
sencha touch how to create panel for website preview inside iframe	iframe,sencha-touch,preview
fixed point multiplication of unsigned numbers	c,numbers,fixed-point
creating new calc document openoffice in 	c#,openoffice.org,calc
mfc ctooltipctrl settipbkcolor not working	unknown pseudo element or pseudo class hover	css,hover,pseudo-class,pseudo-element
designing web based plugin systems correctly so they don waste as many resources 	php,design-patterns,web-applications,plugins,observer-pattern
distinguishing between symmetric hermitian and self adjoint operators	functional-analysis
youtube video embed in iphone app but giving me white empty box	iphone,objective-c,ios,youtube
paramiko fails with socket error to aws ec 	python,ssh,amazon-web-services,paramiko
pure death process question	homework,probability,stochastic-processes
spotlight effect in wpf	c#,.net,wpf,opacity,opacitymask
init startup of tomcat	tomcat,ubuntu-9.04
sql how do create computed keys which create composite key 	sql,sql-server-2005,hex,primary-key,composite-primary-key
error on site after ef code first azure deployment	entity-framework,azure,asp.net-mvc-4,entity-framework-5,web-deployment
embed segue not backwards compatible	iphone,objective-c,ios,ios5,uistoryboard
create typeface from byte array	hide children first and then reduce width of parent	jquery
need master thesis topic want it to be applicable to finance	show only one sticky post at the top of list of posts	probability of bankruptcy	textviewshouldbeginediting not called when not editable become to editable	objective-c,ios,xcode,uitextviewdelegate
static variable and textbox between forms	c#,winforms
php regular expression get four digits	php,regex
vconfig created virtual interface and trunking is the the interface untagged or tagged for that vlan id 	networking,debian,vlan,procurve
shutting down computer using java	java,cross-platform,shutdown
how to make tfs not auto check source control from visual studio 	visual-studio-2010,tfs
live linux system on usb thumb drive frequently freeze not happening on usb harddrive	converting delphi indy code to 	delphi,email,indy10
sdl not loading an image	c++,sdl
what is the correct way to alias applications in os through bash 	stop dts package programmatically using 	c#,.net,ssis,dts
multiple featured image thumbnails for post types multiple post thumbnails plugin 	post-thumbnails
javascript unexpected identifier should be simple help please	javascript,identifier
use htaccess to redirect all traffic from root to specific subdomain page	.htaccess,mod-rewrite,redirect,subdomain
generate nested crud form	data-access-layer,crud,nested-forms,web2py,abstraction
transactional sharded counter in gae	python,google-app-engine,transactions,sharding
postfix postscreen how to use postscreen for smtp and smtps both	building collaborative service presence chat in net	how to detect value in array of hashes	ruby
passing lists from wcf to wcf in vb	vb.net,wcf,list,for-loop,each
unit testing procedures as opposed to functions 	unit-testing
eclipse plugin menu item is not visible	eclipse,plugins,menuitem,package-explorer
doubts regarding enum strategy approach	java,enums
wpf listview doubleclick originalsource problem	wpf,listview,click,double-click,listviewitem
searching menu items titles in joomla 	sql change ip address and subnet	sql-server-2005,migration,disaster-recovery,database-administration
ajax irc client how 	javascript,jquery,irc
unable to assemble multipart form data request	iphone,http
trying to display spreadsheets using gdata api failing feedurl	objective-c,xcode,oauth-2.0,gdata-api
replacing function contents dynamically in javascript	javascript
magento retrieving products via phtml	magento,phtml
call method of masterviewcontroller on detailviewcontroller	replacing inline assembly code	c,assembly,preprocessor,inline
new solr core data	solr
other ways of disabling textbox against user input	c#,asp.net,textbox
building llvm on linux	iphone,c++,linux,compilation,toolchain
the minor of an upper triangular matrix	linear-algebra,matrices
not able to dynamically remove linearlayout in android how to do it 	android
configure exim to send mail to different server	email,exim
how can set the schema name used by hibernate entities at query time 	java,hibernate,orm
vb net is there way to keep nothing from defaulting to for number types 	vb.net,nothing
objective to java nsoperationqueue 	java,objective-c
is it possible to show mouse overridecursor cursors wait have any text	c#,.net,wpf,xaml
flash player project doesn run in standalone player	flash,player,standalone
application hang without any message when accessing an invalid physical address	linux,linux-kernel
regex to remove all formatting	making friend connections as test user	facebook,facebook-graph-api
load environment variables into the railsrc file 	ruby-on-rails,bash,.railsrc
stretchdraw on tpngimage	delphi,graphics,png
need oracle client for net asp app running on bit os	asp.net,oracle,.net-4.0,64bit,odp.net
simulator is not loading in eclipse	android
show whether my application can connect to internet or blocked by firewall 	delphi,delphi-2010,firewall,status,ping
i new to mysql and is there any way database could be compromised 	php,mysql,database
how to open jpg files full size	windows-photo-gallery
zend framework shared view script path global partials 	php,zend-framework,partials
android what the opposite of bitmap extractalpha 	android,bitmap
how do reference an shared java project from within play framework application 	google map control is undefined in ie but ok ff	how to run processing applications from the terminal	difference between using and on in oracle sql	sql,oracle,join
trouble displaying ms word html file in asp net literal control	asp.net,ms-word,literals
uiimageview border problem	expand users table with django	alternative to textviewcreated such as textviewchanged 	c#,textview,vsx
what is the gold standard of package documentation 	package-writing,big-list
dkim for email service provider clients	linux,email,postfix,dkim,domainkeys
how can get to the context of an entity framework entity from property setter 	c#,entity-framework-4
how to add images to imagelist with image index	c#,.net,imagelist
custom content in fancybox in drupal	drupal,drupal-7,fancybox
html text area tab support	is set theory important for topology 	general-topology
angularjs setpristine to reset form	angularjs
eclipse root user permission needed ubuntu 	eclipse,ubuntu-12.10
data is now not being inserted into database	php,sql,database,mysqli
event for when web part get focus 	sql results to outlook vcard 	sql,sql-server-2008,tsql
gem installing error	ruby,linux,gem,tweetstream
fastest way to read write an array from to file 	java,arrays,file,io
how can scrape website via php that requires post data 	php,post,curl,scrape
nginx proxy no cache doesn work	windows replication with consumer nas	replication
has any peer reviewed double blind study been made on any vaccine regarding efficacy 	medical-science,vaccines,safety
no browser connectivity yes remote connectivity	windows-domain
illustrator shapes one able to nudge px the other only px	adobe-illustrator
core and core processors what is the difference what do choose 	cpu
attach to an open instance of power point	c#,powerpoint
page getrouturl in static method	url-routing,asp.net-4.0
setting up subversion repository on remote server	ssh,svn,repository,svnadmin
titanium create calendar event	android,titanium,appcelerator,appcelerator-mobile,titanium-mobile
alternative to mozilla prism for windows	windows,firefox
hibernate lock wait timeout exceeded 	java,hibernate,transactions
sqlexception not being caught	c#,asp.net,sql-server
redirecting to url while changing parent path in javascript	javascript,jquery,redirect,window.location
deployment apple app store icon appears incorrectly	ios,flash,deployment,itunes-app
castle windsor interceptor and unit of work	pdf compatibility how to validate 	xetex,pdftex,pdf
kdialog getsavefilename target directory 	shell,kde
my code not showing the selected value 	php,mysql
mono winforms look different on linux	mono
is there way to use cfhtmlhead in cfscript 	coldfusion
multiple connect to each other trials in sockets	c,sockets
pseudocode for non recursive implementation of tree height and isbst	send window to back when activated	c#,wpf,windows
aptana html highlighting not working well	from text navigation links to rollover images seo google sitelinks concerns	assemblyfileversion attribute is being ignored	.net,assemblyversionattribute
nhibernate how to read data out from iset	save system not opening fstream files 	c++,save,fstream
geolocation google maps api 	arrays,google,geolocation,maps,coordinates
shebang groovy giving error	shell,groovy
triangulating non planar polygons	3d,polygon,mesh,triangulation
remove matplotlib toolbar from the graph	python,matplotlib
cannot symlink database yml through capistrano	ruby-on-rails,deployment,capistrano,symlink
sql query to search several rows with same id field but different parameter field	php,sql,database,filter
running ruby program as windows service 	ruby,windows-services
if statement missing value	r,if-statement,for-loop,else
pony throws nomethoderror	ruby-on-rails,ruby,pony
remove formatting on click in jhtmlarea editor	adding hyperlinks to itext pdf when exporting	java,pdf,hyperlink,itext,drawstring
google analytics daily upload using php	php,upload,google-analytics,google-api,google-analytics-api
stack heap differences between net exes and dlls	c#,.net,windows,dll
jcarousel scrolling from right to left	jquery,css,jcarousel,horizontal-scrolling,right-to-left
storing struct variable calculated in parfor loops matlab	matlab,parallel-processing
spawning multiple processes with php to proccess data	php,processes,fork,forking
c ienumerable with iterators	role scoper don allow other users to see pending posts	user-roles
how far into drupal bootstrap to get global user	drupal,drupal-6
drawing prism with coreanimation	iphone,opengl-es,core-animation
core data and image entities	image,core-data,camera,entity
blackberry map with custom markers	blackberry,maps,markers
filezilla won connect	ftp,firewall,filezilla
can anybody help me with javascript and hot to reduce http request	javascript,performance
rotating an image with raphael js	javascript,raphael,rotation
c call c dll get entrypointnotfoundexception	c#,.net
how to call javascript function in code behind page	javascript
android twitter oauth authentication fail	how can make programs to automate tasks on pc	windows,pc
windows boot starting windows hangs	uitableview sectionheaders each with button but just the first button sends action	iphone,objective-c,uitableview,section
joomla components donation	joomla1.5
jquery bbq access denied in ie	jquery,hash,hashchange,jquery-bbq
